GI_ID,Latitude,Longitude,DEP_Contra,Asset_ID,DEP_Cont_1,Project_Ty,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,Waterbody,Street_Add,Nearest_In,BBL,Secondary,Community,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Status_Gro
3145A,-73.8643528088925,40.8836995421066,GXHP07-02,98550,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWB,In Construction,1021758.71008,261262.48999,Bronx,Combined,HP-007,Bronx River,,,2046510036,2046510038,212,12,83,13,4,52,Standard,Cercis canadensis,Eastern Redbud,GXHP07-02,1,In Construction
4002B,-73.8721881327665,40.8797564313733,GXHP07-02,98573,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1019594.21014,259822.60016,Bronx,Combined,HP-007,Bronx River,,,2033560146,,207,11,81,20,4,80,,No Tree,N/A,GXHP07-02,1,In Construction
4002I,-73.8727994306483,40.8801080151011,GXHP07-02,98580,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1019424.98016,259950.44996,Bronx,Combined,HP-007,Bronx River,,,2033560126,,207,11,81,13,4,52,,No Tree,N/A,GXHP07-02,1,In Construction
IB4046A,-73.8668103324555,40.8806208016469,GXHP07-02,98648,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROW Infiltration Basin with Concrete Top,In Construction,1021080.8699,260139.73994,Bronx,Combined,HP-007,Bronx River,,,2046460019,,212,12,83,13,4,52,Type C - SW Chamber,No Tree,N/A,GXHP07-02,1,In Construction
IB4051B,-73.8662678092711,40.8800154363597,GXHP07-02,98655,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROW Infiltration Basin with Concrete Top,In Construction,1021231.23016,259919.41,Bronx,Combined,HP-007,Bronx River,,,2046460083,,212,12,83,20,4.5,90,Standard,No Tree,N/A,GXHP07-02,1,In Construction
IB4076A,-73.8665449827428,40.8794619877426,GXHP07-02,98676,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROW Infiltration Basin with Concrete Top,In Construction,1021154.89009,259717.64991,Bronx,Combined,HP-007,Bronx River,,,2046420038,,212,12,83,15,5,75,Standard,No Tree,N/A,GXHP07-02,1,In Construction
4142A,-73.8681257621421,40.8739754594083,GXHP07-02,98721,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020720.76005,257718.02989,Bronx,Combined,HP-007,Bronx River,,,2046240001,,212,12,83,20,5,100,,No Tree,N/A,GXHP07-02,1,In Construction
4142B,-73.868129637924,40.8738629594516,GXHP07-02,98722,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020719.74988,257677.04014,Bronx,Combined,HP-007,Bronx River,,,2046240001,,212,12,83,20,5,100,,No Tree,N/A,GXHP07-02,1,In Construction
4142C,-73.868133940513,40.8737350337202,GXHP07-02,98723,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020718.63013,257630.43,Bronx,Combined,HP-007,Bronx River,,,2046240001,,212,12,83,19,5,95,,No Tree,N/A,GXHP07-02,1,In Construction
4142D,-73.8681376744098,40.8736210784136,GXHP07-02,98724,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020717.65999,257588.91007,Bronx,Combined,HP-007,Bronx River,,,2046240001,,212,12,83,20,5,100,,No Tree,N/A,GXHP07-02,1,In Construction
4157D,-73.8693873871952,40.8705129781924,GXHP07-02,98740,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020373.72991,256455.99009,Bronx,Combined,HP-007,Bronx River,,,2045430001,,212,11,80,20,4,80,,No Tree,N/A,GXHP07-02,1,In Construction
5022A,-73.8700659198786,40.8654560054248,GXHP07-02,98784,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020188.80016,254613.25985,Bronx,Combined,HP-007,Bronx River,,,2045060001,,211,11,80,13,5.5,71.5,,No Tree,N/A,GXHP07-02,1,In Construction
5042A,-73.8693062776944,40.8635085241305,GXHP07-02,98822,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020399.97001,253904.02997,Bronx,Combined,HP-007,Bronx River,,,2044280007,,211,13,80,10,4.5,45,,No Tree,N/A,GXHP07-02,1,In Construction
5044C,-73.8683477002377,40.8640803354473,GXHP07-02,98827,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020664.79986,254112.75987,Bronx,Combined,HP-007,Bronx River,,,2044290001,,211,13,80,20,4,80,,No Tree,N/A,GXHP07-02,1,In Construction
5046A,-73.8682049511045,40.8632848412431,GXHP07-02,98833,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020704.72006,253822.99011,Bronx,Combined,HP-007,Bronx River,,,2044290006,,211,13,80,16,5,80,,No Tree,N/A,GXHP07-02,1,In Construction
IB5061G,-73.8693444812459,40.8623175865989,GXHP07-02,98877,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROW Infiltration Basin with Concrete Top,In Construction,1020390.05008,253470.10991,Bronx,Combined,HP-007,Bronx River,,,2044250001,,211,15,80,20,5,100,Type C - SW Chamber,No Tree,N/A,GXHP07-02,1,In Construction
5106B,-73.8686484887433,40.8586116682652,GXHP07-02,98992,1,Area-Wide,ROW,EDC HP-007 Phase 1,ROWRG,In Construction,1020584.59,252120.19,,Combined,HP-007,Bronx River,,,2043380012,,,,,10,4,40,,No Tree,N/A,GXHP07-02,1,In Construction
1061a,-73.8909907716787,40.6812769893904,GK26W5-04,99089,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014484.65,187502.81,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3038970057,,305,37,54,11,4.5,49.5,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1087b,-73.8937161109133,40.6784357322675,GK26W5-04,99106,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1013730.01,186466.73,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3036630036,,305,37,54,11,5,55,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1089A,-73.8937393266304,40.6794554103886,GK26W5-04,99109,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1013723.12,186838.22,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3036640019,,305,37,54,13,4,52,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1091b,-73.8929241931175,40.6790520784926,GK26W5-04,99111,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1013949.39,186691.55,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3036640030,,305,37,54,11,4,44,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1095d,-73.8920469586719,40.6792448203657,GK26W5-04,99117,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014192.62,186762.07,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039320035,,305,37,54,16,5,80,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1097a,-73.8917642393795,40.6797490444953,GK26W5-04,99124,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014270.81,186945.87,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039330016,,305,37,54,20,5,100,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1103c,-73.8901268061025,40.6790628357384,GK26W5-04,99134,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014725.29,186696.43,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039340004,,305,37,54,20,5,100,Standard,Acer rubrum,Red Maple,GK26W4-01_GK26W5-04,1,In Construction
1107a,-73.8892385319957,40.6792550241576,GK26W5-04,99136,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014971.58,186766.76,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039350034,,305,37,54,13,6,78,Standard,Ginkgo biloba,Ginkgo Tree,GK26W4-01_GK26W5-04,1,In Construction
1110b,-73.8895554665852,40.6772801605808,GK26W5-04,99140,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014884.58,186047.15,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039490001,,305,37,55,15,5.5,82.5,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,1,In Construction
1110c,-73.8895719434316,40.6773448982206,GK26W5-04,99142,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014879.98,186070.73,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039490001,,305,37,55,14,5.5,77,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,1,In Construction
1111b,-73.889761989248,40.67764168098,GK26W5-04,99144,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014827.13,186178.79,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039480027,3039480126,305,37,55,15,5.5,82.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1111d,-73.8898305491867,40.6779107347067,GK26W5-04,99146,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014807.99,186276.79,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039480024,3039480023,305,37,55,10,5,50,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1114a,-73.8907200259648,40.6777646825328,GK26W5-04,99147,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014561.34,186223.27,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039470028,,305,37,55,10,4.5,45,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1131d,-73.8942223230643,40.6767804675276,GK26W4-01,99166,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013590.33,185863.5,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3036720035,,305,37,55,12,5,60,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1133d,-73.8955705919334,40.6786936277163,GK26W4-01,99172,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013215.52,186560.07,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3036620013,,305,37,54,14,4,56,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1134b,-73.8956290075178,40.6784801097285,GK26W4-01,99176,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013199.41,186482.26,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3036610025,,305,37,54,13,6,78,Type A - Stone Columns,Malus 'Cardinal',Cardinal Crabapple,GK26W4-01_GK26W5-04,1,In Construction
1136e,-73.896298894654,40.6778386025975,GK26W4-01,99179,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013013.88,186248.32,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3036610005,,305,37,54,20,4.5,90,Type A - Stone Columns,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,1,In Construction
1136d,-73.8962816942042,40.677771230294,GK26W4-01,99183,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013018.68,186223.78,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3036610005,,305,37,54,20,4.5,90,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,1,In Construction
1192b,-73.8864925132999,40.676108700814,GK26W5-04,99252,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015734.72,185621.44,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039670001,,305,37,54,13,6,78,Standard,Malus 'Robinson',Robinson Crabapple,GK26W4-01_GK26W5-04,2,In Construction
GS1200c,-73.8862434363462,40.674774932343,GK26W5-04,99262,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWGS,In Construction,1015804.44,185135.6,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039820029,,305,37,55,13,3.5,45.5,,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1203a,-73.8870578091991,40.674721223379,GK26W5-04,99269,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015578.57,185115.74,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039820036,,305,37,55,13,4.5,58.5,Standard,Malus 'Dolgo',Dolgo Crabapple,GK26W4-01_GK26W5-04,2,In Construction
1223a,-73.8907480194145,40.6741672950046,GK26W4-01,99286,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014555.21,184912.63,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3039770032,,305,37,55,12,5,60,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1227a,-73.8915564782208,40.6741078394517,GK26W4-01,99290,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014330.98,184890.69,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3039777501,,305,37,55,10,4,40,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1233a,-73.8924431433054,40.6739054759085,GK26W4-01,99296,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014085.12,184816.66,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037080035,,305,37,55,20,6,120,Standard,Malus 'Cardinal',Cardinal Crabapple,GK26W4-01_GK26W5-04,2,In Construction
1233e,-73.8925143269565,40.6741838079507,GK26W4-01,99299,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014065.25,184918.04,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037080003,,305,37,55,12,5,60,Standard,Malus 'Cardinal',Cardinal Crabapple,GK26W4-01_GK26W5-04,2,In Construction
1234a,-73.8925378911213,40.6738338434139,GK26W4-01,99300,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014058.87,184790.53,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037070128,,305,37,55,14,5,70,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1238a,-73.8933454042763,40.6737309794808,GK26W4-01,99311,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013834.92,184752.78,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037070042,,305,37,55,13,4,52,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1239a,-73.8934373197493,40.6737164898835,GK26W4-01,99312,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013809.43,184747.47,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037060136,,305,37,55,12,4,48,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1247a,-73.895277106524,40.6734447719486,GK26W4-01,99318,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013299.21,184647.86,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037040036,,305,37,55,13,4,52,Type D,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1251d,-73.8944667050993,40.6733721457231,GK26W4-01,99327,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013524.04,184621.67,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037220114,,305,37,55,20,6,120,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1256f,-73.8927605483488,40.673625859806,GK26W4-01,99344,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013997.2,184714.68,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037240015,,305,37,55,10,4,40,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1256e,-73.8929174042708,40.6736027027446,GK26W4-01,99345,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013953.7,184706.19,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037240013,,305,37,55,16,4,64,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1256c,-73.8932734257231,40.673451906113,GK26W4-01,99347,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013855.01,184651.13,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037240110,,305,37,55,16,5,80,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1257a,-73.893206205323,40.673646283767,GK26W4-01,99350,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013873.57,184721.97,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037070042,,305,37,55,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1257b,-73.8927988481881,40.6737065919535,GK26W4-01,99351,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1013986.54,184744.08,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037070030,3037070031,305,37,55,12,5,60,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1259g,-73.8922372974034,40.6737033774669,GK26W4-01,99355,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014142.31,184743.1,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037250010,3037250011,305,37,55,11,5.5,60.5,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1260a,-73.8921467576242,40.6738033123145,GK26W4-01,99360,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014167.38,184779.54,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037080035,3037080034,305,37,55,20,6,120,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,2,In Construction
1262e,-73.8915292633587,40.6735959951637,GK26W4-01,99364,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014338.76,184704.22,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037250017,,305,37,55,15,4.5,67.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1264b,-73.890659116565,40.6738167573784,GK26W4-01,99373,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014580.03,184784.95,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3039930018,,305,37,55,17,4.5,76.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1267a,-73.8905308702743,40.6737600381161,GK26W4-01,99375,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014615.63,184764.33,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3039940010,,305,37,55,14,5,70,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1270a,-73.8895021143706,40.673360403189,GK26W5-04,99379,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014901.18,184619.09,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039950001,,305,37,55,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1274a,-73.8879549202844,40.6742795600909,GK26W5-04,99386,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015329.93,184954.51,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039960017,,305,37,55,13,5,65,Type D,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1277a,-73.8872591916908,40.6745279415406,GK26W5-04,99392,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015522.8,185045.25,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039810028,,305,37,55,19,4.5,85.5,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,2,In Construction
GS1279c,-73.8869751845145,40.6743998111622,GK26W5-04,99397,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWGS,In Construction,1015601.64,184998.67,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039980011,,305,37,55,18,3.5,63,,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1283b,-73.8855694601782,40.675449863443,GK26W5-04,99404,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015991.07,185381.74,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039830021,,305,37,55,13,4,52,Standard,Prunus cerasifera  'Crimson Point',Crimson Point Plum,GK26W4-01_GK26W5-04,2,In Construction
1284e,-73.8855466720569,40.6746957681393,GK26W5-04,99405,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015997.75,185107.01,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039990016,,305,37,55,13,4.5,58.5,Standard,Malus 'Cardinal',Cardinal Crabapple,GK26W4-01_GK26W5-04,2,In Construction
1284d,-73.8854829541643,40.6747050918744,GK26W5-04,99408,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1016015.42,185110.43,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039990016,,305,37,55,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1284a,-73.8852982028963,40.6743851687195,GK26W5-04,99410,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1016066.82,184993.94,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039990019,,305,37,55,11,4,44,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1289b,-73.8857483811153,40.6728412674922,GK26W5-04,99415,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015942.68,184431.29,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040140022,,305,37,55,10,5,50,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1289a,-73.8855989515873,40.6722544501486,GK26W5-04,99416,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015984.41,184217.55,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040140029,,305,37,55,10,5,50,Type D,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1293a,-73.8864814654546,40.6721150661465,GK26W5-04,99422,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015739.67,184166.45,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040130023,,305,37,55,14,4,56,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1296d,-73.887428992988,40.6725830485962,GK26W5-04,99425,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015476.61,184336.61,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040130006,,305,37,55,11,4,44,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1296b,-73.8873053291957,40.6721001759721,GK26W5-04,99428,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015511.14,184160.73,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040130035,3040130034,305,37,55,13,4,52,Standard,Lagerstroemia 'Muskogee',Muskogee Crapemyrtle,GK26W4-01_GK26W5-04,2,In Construction
1305c,-73.8893566381833,40.6724343400504,GK26W5-04,99439,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1014941.96,184281.75,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040100026,3040100027,305,37,55,13,4,52,Standard,Malus 'Dolgo',Dolgo Crabapple,GK26W4-01_GK26W5-04,2,In Construction
1313e,-73.8919485590494,40.6719746927109,GK26W4-01,99448,1,Area-Wide,ROW,EDC 26W-004,ROWB,In Construction,1014223.18,184113.39,Brooklyn,Combined,26W-004,Jamaica Bay and Tributaries,,,3037420013,3037420014,305,37,55,17,5,85,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1351c,-73.8888892868461,40.6709651314029,GK26W5-04,99532,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015072.28,183746.64,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040270001,,305,37,60,20,4.5,90,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1351b,-73.8888237786452,40.670710078199,GK26W5-04,99533,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015090.57,183653.74,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040270001,,305,37,60,11,4.5,49.5,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1351a,-73.8887732048566,40.6705139972329,GK26W5-04,99534,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015104.69,183582.32,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040270001,,305,37,60,20,4.5,90,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1354c,-73.8880333068138,40.6708792957347,GK26W5-04,99536,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015309.77,183715.67,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040270001,,305,37,60,16,5,80,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,2,In Construction
1354a,-73.8879646851061,40.6706127109357,GK26W5-04,99538,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015328.93,183618.57,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040270001,,305,37,60,20,4,80,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1354d,-73.8881286392747,40.6712545722357,GK26W5-04,99539,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015283.15,183852.36,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040270001,,305,37,60,20,5,100,Standard,Quercus phellos,Willow Oak,GK26W4-01_GK26W5-04,2,In Construction
1355d,-73.8879257279792,40.6709062270535,GK26W5-04,99540,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015339.6,183725.52,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040280001,,305,37,60,10,4,40,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1355g,-73.8880289778496,40.6713106059992,GK26W5-04,99541,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015310.77,183872.81,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040280001,,305,37,60,10,4,40,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
1355h,-73.8880513964395,40.6713988449912,GK26W5-04,99542,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,In Construction,1015304.51,183904.95,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3040280001,,305,37,60,10,4,40,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,2,In Construction
