GI_ID,Latitude,Longitude,DEP_Contra,Asset_ID,DEP_Cont_1,Project_Ty,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,Waterbody,Street_Add,Nearest_In,BBL,Secondary,Community,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Status_Gro
PINK-50SRa,-73.8642928984347,40.6677698511968,GK26W5-06-OS5,135224,3,Onsite,Onsite,Pink Houses,Subsurface Storage,100% Design Accepted,1021897.1539,182592.1227,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044860001,,305,42,60,102,8.5,867,,,,,,Final Design
PINK-53SRa,-73.8649965455341,40.6662559671728,GK26W5-06-OS5,135227,3,Onsite,Onsite,Pink Houses,Subsurface Storage,100% Design Accepted,1021702.802,182040.271,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044860001,,305,42,60,52,23,1196,,,,,,Final Design
PINK-55SRa,-73.8655737704204,40.6669522408616,GK26W5-06-OS5,135229,3,Onsite,Onsite,Pink Houses,Subsurface Storage,100% Design Accepted,1021542.2785,182293.6966,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044860001,,305,42,60,52,14.6,759.2,,,,,,Final Design
K071-01STa,-73.952565796425,40.7042810663034,GKNC14-08,142258,1,Onsite,Onsite,P.S. 71 K,Synthetic Turf Field Storage Layer,100% Design Accepted,997401.75,195868.62,Brooklyn,Combined,NCB-014,East River / Open Waters,68 Harrison Ave,Harrison Ave & Heyward St,3022270001,,301,33,50,0,0,4539,,,,,,Final Design
K071-01PPa,-73.9527487950813,40.704440063475,GKNC14-08,142259,1,Onsite,Onsite,P.S. 71 K,Permeable Pavers,100% Design Accepted,997350.98,195926.52,Brooklyn,Combined,NCB-014,East River / Open Waters,68 Harrison Ave,Harrison Ave & Rutledge St,3022270001,,301,33,50,0,0,3789,,,,,,Final Design
K071-01PPb,-73.9529307859731,40.7044440630535,GKNC14-08,142260,1,Onsite,Onsite,P.S. 71 K,Permeable Pavers,100% Design Accepted,997300.52,195927.95,Brooklyn,Combined,NCB-014,East River / Open Waters,68 Harrison Ave,Harrison Ave & Rutledge St,3022270001,,301,33,50,0,0,1091,,,,,,Final Design
K071-01STb,-73.9529576190443,40.7044450895861,GKNC14-08,142261,1,Onsite,Onsite,P.S. 71 K,Synthetic Turf Field Storage Layer,100% Design Accepted,997293.08,195928.32,Brooklyn,Combined,NCB-014,East River / Open Waters,68 Harrison Ave,Harrison Ave & Rutledge St,3022270001,,301,33,50,0,0,360,,,,,,Final Design
IB2314a,-73.8054548480811,40.7561298906632,GQTI10-01,142277,1,Area-Wide,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Grass Top,100% Design Accepted,1038148.17926,214815.05566,Queens,Combined,TI-010,Flushing Creek,,,4054400036,,407,20,40,12,4,48,Type A - Stone Columns,No Tree,N/A,GCTI10-1B,Package-2,Final Design
IB3227a,-73.8122151025973,40.7473598615919,GQTI10-01,142278,1,Area-Wide,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Combination of Concrete and Grass Top,100% Design Accepted,1036282.12261,211615.7708,Queens,Combined,TI-010,Flushing Creek,,,4052320019,,407,20,25,13,6,78,Type A - Stone Columns,No Tree,N/A,GCTI10-1B,Package-1,Final Design
IB3557b,-73.8301221941371,40.7523299636616,GQTI10-01,142281,1,Area-Wide,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Concrete Top,100% Design Accepted,1031316.85545,213416.40612,Queens,Combined,TI-010,Flushing Creek,,,4051050059,,407,20,22,10,4,40,Type A - Stone Columns,No Tree,N/A,GCTI10-1B,Package-1,Final Design
IB3253b,-73.8152188591021,40.7498795643989,GQTI10-01,149586,1,Area-Wide,ROW,DDC TI-010 Phase 1,ROW Infiltration Basin with Concrete Top,100% Design Accepted,1035447.89559,212532.00754,Queens,Combined,TI-010,Flushing Creek,47-24 Robinson St,Negundo Ave & Robinson St,4052170015,,407,20,25,10,6,60,Type A - Stone Columns,No Tree,N/A,GCTI10-1B,Package-1,Final Design
BSR_1,-73.9617900001635,40.6875350013105,GKRH05-05,149604,GR,Grant,Onsite,Bedford Stuyvesant Restoration,Rain Garden,100% Design Accepted,994846.881,189766.284,Brooklyn,Combined,RH-005,East River / Open Waters,,,3019520016,,302,35,57,0,0,100,,,,,,Final Design
TBNC_1,-73.990088999285,40.710248999026,GMNC63-01,149611,GR,Grant,Onsite,Two Bridges Neighborhood Council,Rain Garden,100% Design Accepted,986997.708,198039.512,Manhattan,Combined,NCM-063,East River / Open Waters,,,1002480015,,103,1,Not Found,0,0,1743,,,,,,Final Design
CL_1,-73.9571015694858,40.7443436290957,GQ-G-CITY,149630,GR,Grant,Onsite,Citylights,Green Roof,100% Design Accepted,996137,210464,Queens,Combined,BB-018,East River / Open Waters,4-74 48th Ave,48th Ave & Center Blvd,4000180001,,402,26,37,0,0,15938,,,,,,Final Design
